姓名,位置,年龄,ca,pa,国籍,俱乐部,角球,传中,盘带,射门,接球,任意球,头球,远射,界外球,盯人,传球,罚点球,抢断,技术,侵略性,预判,勇敢,镇定,集中,决断,意志力,想象力,领导力,无球跑动,防守站位,团队合作,视野,工作投入,爆发力,灵活,平衡,弹跳,体质,速度,耐力,强壮,稳定,肮脏,大赛,伤病,多样,制空能力,拦截传中,沟通,神经指数,手控球,大脚开球,一对一,反应,出击,击球倾向,手抛球的能力,适应性,雄心,争论,忠诚,抗压能力,职业,体育道德,情绪控制,GK,DL,DC,DR,WBL,WBR,DM,ML,MC,MR,AML,AMC,AMR,ST,身高,左脚,右脚,身价（欧元）,当前声望,本国声望,世界声望,种族,RCA,肤色,出生日期,国家队出场,国家队进球,工资（欧元）,UID,防守,身体,速度,创造,进攻,技术,制空,精神,拦截射门,身体,速度,精神,指挥防守,意外性,制空,大脚,球员习惯,二维码&球员名片&扫码填写评价,球员习惯,二维码&球员名片&扫码填写评价
Mikel Oyarzábal,AM/ST RLC,28,155,167,"Spain,Pays Basque",Real San Sebastián,14,12,15,15,15,14,12,12,12,11,15,18,11,16,13,14,13,14,14,15,16,14,18,16,13,14,16,16,12,14,14,13,14,12,13,13,14,7,14,5,17,1,1,1,3,3,1,2,1,3,3,2,12,14,8,20,13,18,16,13,1,1,1,1,1,1,1,12,8,12,20,17,17,19,180,20,10,"£64,815,508",7750,7750,7100,MediterraneanHispanic,149,1,1997/4/21,45,16,"£37,266",67220143,11.67 ,13.50 ,12.00 ,15.00 ,15.00 ,15.33 ,12.50 ,14.33 ,1.50 ,13.50 ,12.00 ,14.33 ,1.00 ,3.00 ,2.00 ,1.50 ,从左路内切,#NAME?,,
Andrew Robertson,D/WB L,31,155,165,Scotland,Liverpool,14,16,12,2,15,9,10,5,13,14,14,7,15,14,17,14,15,14,15,14,16,11,16,14,13,17,12,17,16,15,14,9,17,15,18,12,13,14,15,8,6,3,2,1,1,4,4,3,2,1,3,1,17,15,12,18,15,15,7,13,1,20,13,1,18,1,1,13,1,1,1,1,1,1,178,20,4,"£34,290,692",7800,8050,7000,NorthernEuropean,153,1,1994/3/11,84,4,"£175,000",61043456,14.00 ,14.75 ,15.50 ,12.33 ,10.00 ,13.67 ,9.50 ,15.17 ,2.50 ,14.75 ,15.50 ,15.17 ,1.50 ,1.00 ,3.50 ,2.50 ,"有机会就前插
避免使用弱势脚
经常带球",#NAME?,,
Boubacar Kamara,DM/M C,25,155,165,France,Aston Villa,6,8,12,6,14,6,14,8,5,15,15,7,16,14,12,18,14,16,14,15,13,10,9,13,16,16,13,16,14,14,15,14,16,15,16,13,15,11,13,10,12,1,3,2,4,1,1,2,1,2,2,1,13,14,8,13,12,15,15,16,1,1,14,1,1,1,20,1,18,1,1,1,1,1,184,10,20,"£60,087,500",7750,7250,6250,AfricanCaribbean,155,13,1999/11/23,5,0,"£150,000",48043084,15.67 ,14.50 ,14.50 ,12.67 ,11.67 ,13.33 ,14.00 ,15.00 ,1.50 ,14.50 ,14.50 ,15.00 ,2.50 ,4.00 ,1.00 ,1.00 ,,#NAME?,,
Darwin Núñez,AM/ST L,26,155,165,Uruguay,Al-Hilal Saudi Football Club,4,13,13,14,13,9,12,13,4,6,11,14,9,15,16,13,12,13,11,13,15,16,4,16,7,15,14,15,17,14,13,14,14,17,14,14,12,7,13,7,10,3,3,3,3,1,2,3,2,2,1,2,14,14,9,11,12,14,10,11,1,1,1,1,1,1,1,11,1,1,17,1,12,20,187,13,20,"£77,000,008",7750,7800,6500,MediterraneanHispanic,150,7,1999/6/24,35,13,"£357,349",78090138,7.33 ,13.75 ,17.00 ,13.67 ,14.33 ,13.67 ,13.00 ,13.17 ,2.50 ,13.75 ,17.00 ,13.17 ,3.00 ,3.00 ,2.00 ,2.00 ,"跑肋部空间接球
趟球变向加速过人",#NAME?,,
Ferran Torres,AM/ST RL,25,155,165,Spain,Barcelona,9,13,14,14,13,10,14,13,7,6,13,12,8,15,11,14,13,12,13,13,16,14,10,18,7,14,13,14,15,14,14,12,15,16,14,12,12,6,14,12,14,3,3,1,3,2,3,3,1,3,1,2,12,16,7,12,13,16,14,14,1,1,1,1,1,1,1,10,1,12,19,12,19,20,184,12,20,"£42,156,008",7700,7700,7200,MediterraneanHispanic,148,6,2000/2/29,46,20,"£165,754",89056845,7.00 ,13.50 ,15.50 ,13.33 ,14.67 ,14.00 ,13.00 ,13.83 ,2.00 ,13.50 ,15.50 ,13.83 ,2.00 ,3.00 ,2.50 ,2.50 ,"跑肋部空间接球
角度刁钻的射门
乐于反越位
撞墙式配合",#NAME?,,
Henrikh Mkhitaryan,M C,36,155,165,Armenia,Blu-neri Milano,11,12,12,13,16,11,10,13,5,10,16,13,13,16,14,16,13,14,14,16,17,14,12,15,12,15,14,13,13,14,13,8,18,13,15,10,15,6,13,10,16,2,1,3,3,4,3,4,3,2,1,3,17,18,10,6,14,19,13,14,1,1,1,1,1,1,15,10,20,9,10,13,9,10,177,15,20,"£4,656,967",7750,8000,7000,NorthAfricanMiddleEastern,155,6,1989/1/21,94,32,"£80,936",59006269,11.67 ,13.00 ,13.00 ,14.67 ,14.00 ,14.67 ,9.00 ,15.17 ,3.50 ,13.00 ,13.00 ,15.17 ,2.00 ,3.00 ,3.00 ,3.00 ,"跑肋部空间接球
有机会就前插
撞墙式配合",#NAME?,,
Íñigo Martínez,D C,34,155,165,"Spain,Pays Basque",Al-Nassr Football Club,7,11,11,8,13,13,15,13,9,15,15,9,16,14,17,15,16,15,15,15,16,9,16,8,16,15,12,16,12,12,13,12,13,12,14,15,15,14,15,12,5,2,3,2,2,2,2,1,1,3,2,1,14,14,10,10,14,16,12,8,1,14,20,1,10,1,1,1,1,1,1,1,1,1,182,20,10,"£8,688,131",7750,7700,6000,MediterraneanHispanic,154,5,1991/5/17,21,1,"£232,033",67104772,15.67 ,13.50 ,12.00 ,12.00 ,10.33 ,12.67 ,13.50 ,15.33 ,1.00 ,13.50 ,12.00 ,15.33 ,2.50 ,2.00 ,2.00 ,1.50 ,"远射
利用脚下技术将球带出危险区
尽早传中",#NAME?,,
Jeremie Frimpong,D/WB/M/AM R,24,155,164,"Netherlands,Ghana,England",Liverpool,10,13,16,12,12,7,6,9,8,9,12,10,11,14,14,12,13,10,10,11,14,16,6,15,9,13,12,15,18,17,12,6,16,17,15,9,12,12,13,5,14,1,2,3,1,1,3,3,2,1,3,3,15,16,8,12,12,12,10,9,1,12,1,20,12,20,1,10,1,18,10,12,17,1,172,9,20,"£57,879,166",7750,7250,6750,AfricanCaribbean,125,16,2000/12/10,13,1,"£200,000",28113828,9.67 ,13.25 ,17.50 ,13.33 ,12.33 ,14.00 ,6.00 ,12.17 ,2.50 ,13.25 ,17.50 ,12.17 ,2.50 ,1.00 ,1.00 ,3.00 ,"跑肋部空间接球
有机会就前插
撞墙式配合
经常带球",#NAME?,,
Marco Asensio,AM RLC,29,155,163,"Spain,Netherlands",Fenerbahçe A.Ş.,15,15,16,15,17,15,8,16,7,5,16,14,8,16,9,15,13,15,13,14,15,17,11,14,11,14,16,14,14,15,13,10,16,13,14,12,12,10,12,8,14,1,2,2,3,4,3,1,4,3,3,1,12,8,7,10,14,12,10,12,1,1,1,1,1,1,1,10,12,14,19,18,20,6,182,20,10,"£56,000,604",7750,8050,6700,MediterraneanHispanic,155,6,1996/1/21,38,2,"£166,193",67197125,8.00 ,13.50 ,13.50 ,16.33 ,14.67 ,16.33 ,9.00 ,14.00 ,2.50 ,13.50 ,13.50 ,14.00 ,2.00 ,3.00 ,2.50 ,2.00 ,"远射
弧线球射门
喜欢从双侧内切
经常带球",#NAME?,,
Marcos Llorente,D/WB/M/AM RC,30,155,163,Spain,A. Madrid,9,11,12,12,12,8,11,11,7,11,13,11,14,13,13,15,14,14,14,13,16,12,12,13,12,16,13,16,14,14,11,11,18,15,17,14,13,14,13,7,19,3,2,3,2,2,3,2,3,3,2,3,12,15,5,16,16,18,13,12,1,1,8,18,1,18,15,1,15,20,1,12,17,8,184,10,20,"£44,345,628",7600,7600,6850,MediterraneanHispanic,142,6,1995/1/30,19,0,"£132,954",67196198,12.33 ,14.00 ,14.50 ,12.67 ,13.00 ,12.33 ,11.00 ,14.67 ,2.50 ,14.00 ,14.50 ,14.67 ,2.50 ,2.00 ,2.50 ,3.00 ,"回撤拿球
长距离传球
喜欢将球转移到边路",#NAME?,,
Alessandro Buongiorno,D C,26,155,162,Italy,Parthenope,4,8,9,10,12,7,16,10,9,16,13,8,17,11,15,16,14,15,16,14,15,8,13,10,16,15,12,15,12,14,14,15,15,12,15,14,16,10,13,11,11,3,1,4,1,1,2,1,3,3,4,2,14,16,7,14,14,16,12,13,1,12,20,1,1,1,1,1,1,1,1,1,1,1,194,20,8,"£51,996,944",7750,7700,6250,MediterraneanHispanic,155,1,1999/6/6,10,0,"£76,947",43270682,16.33 ,14.25 ,12.00 ,11.00 ,11.67 ,10.67 ,15.50 ,15.00 ,2.00 ,14.25 ,12.00 ,15.00 ,2.50 ,1.00 ,2.00 ,2.00 ,,#NAME?,,
Benjamin White,D RC,27,155,162,England,Arsenal,3,13,12,8,14,3,14,9,7,15,14,5,15,14,13,17,15,16,14,15,14,13,11,12,16,16,13,14,14,14,13,14,13,14,15,14,14,7,12,8,14,3,1,1,3,3,2,1,3,1,3,1,14,14,8,8,14,15,12,15,1,1,17,20,1,12,13,1,10,1,1,1,1,1,185,11,20,"£48,875,000",7750,6500,6750,NorthernEuropean,153,6,1997/10/8,4,0,"£110,000",29141472,15.33 ,14.00 ,14.00 ,13.33 ,12.00 ,13.33 ,14.00 ,15.17 ,2.00 ,14.00 ,14.00 ,15.17 ,1.00 ,3.00 ,3.00 ,1.50 ,"利用脚下技术将球带出危险区
把球带出防守区域",#NAME?,,
Andriy Lunin,GK ,26,155,160,Ukraine,R. Madrid,8,1,2,2,12,10,9,1,1,3,10,3,3,10,5,13,13,13,13,14,15,2,8,3,14,13,11,14,14,16,12,15,14,12,14,14,14,5,12,3,14,15,16,16,12,14,12,15,16,13,14,13,14,12,5,14,15,17,14,14,20,1,1,1,1,1,1,1,1,1,1,1,1,1,191,10,20,"£32,958,684",7750,7500,6750,NorthernEuropean,155,1,1999/2/11,16,0,"£46,407",71099053,6.67 ,14.00 ,13.00 ,7.67 ,6.00 ,8.00 ,12.00 ,13.50 ,15.50 ,14.00 ,13.00 ,13.50 ,16.00 ,12.00 ,14.50 ,12.50 ,,#NAME?,,
Bryan Mbeumo,AM/ST RLC,25,155,160,"Cameroon,France",Manchester United,12,13,15,14,17,12,9,13,6,6,13,17,6,15,12,13,13,15,13,14,17,15,8,14,7,14,13,17,15,13,13,8,17,15,15,13,16,7,15,4,13,3,1,1,2,3,3,3,3,1,2,2,14,15,7,15,13,15,13,14,1,1,1,1,1,1,1,13,1,14,17,18,20,17,171,20,9,"£69,575,000",7750,7500,6750,AfricanCaribbean,149,13,1999/8/7,22,6,"£150,000",48042658,6.33 ,13.50 ,15.00 ,13.67 ,14.33 ,15.67 ,8.50 ,14.00 ,3.00 ,13.50 ,15.00 ,14.00 ,1.00 ,2.00 ,3.00 ,2.50 ,"插入对方禁区
角度刁钻的射门
弧线球射门
喜欢从双侧内切
经常带球",#NAME?,,
Mateo Retegui,ST ,26,155,160,"Italy,Argentina",Al-Qadsiah Football Club,4,9,12,17,14,6,16,11,7,5,12,17,8,14,14,16,15,15,15,14,15,13,10,16,8,15,12,16,14,12,13,14,15,14,14,16,15,12,12,6,8,2,1,3,3,2,2,3,3,2,3,1,15,17,5,10,11,15,13,7,1,1,1,1,1,1,1,1,1,1,1,1,1,20,186,12,20,"£78,000,008",7750,7750,6250,MediterraneanHispanic,154,7,1999/4/29,20,6,"£331,476",14180903,7.00 ,13.75 ,14.00 ,12.33 ,16.00 ,13.33 ,15.00 ,15.00 ,3.00 ,13.75 ,14.00 ,15.00 ,2.00 ,3.00 ,2.00 ,1.50 ,"背身拿球
第一时间射门",#NAME?,,
Théo Hernández,D/WB L,27,155,160,"France,Spain",Al-Hilal Saudi Football Club,11,15,14,12,13,11,13,15,7,13,13,13,14,13,18,14,14,14,10,12,14,11,14,16,13,11,12,13,16,14,15,12,16,17,16,14,13,17,14,7,12,3,2,3,1,2,2,1,1,2,2,1,17,14,16,10,13,10,6,5,1,20,14,1,20,1,1,15,1,1,10,1,1,1,184,20,8,"£71,400,008",7750,7900,7250,MediterraneanHispanic,147,2,1997/10/6,38,2,"£331,476",67211695,13.33 ,14.75 ,16.50 ,12.00 ,14.00 ,13.33 ,12.50 ,12.50 ,1.00 ,14.75 ,16.50 ,12.50 ,2.50 ,1.00 ,2.50 ,1.50 ,"有机会就前插
与裁判争论
经常带球
从左路内切",#NAME?,,
Youri Tielemans,DM/M/AM C,28,155,160,"Belgium,Democratic Republic of Congo",Aston Villa,11,13,13,12,16,12,10,14,3,11,18,14,12,17,13,15,11,15,12,14,13,15,13,14,13,14,18,13,12,12,12,8,13,12,12,10,15,8,12,5,15,3,3,3,2,2,3,2,3,2,2,2,13,17,11,13,13,14,15,15,1,1,1,1,1,1,18,1,20,1,1,18,1,1,176,14,20,"£60,087,500",7750,7450,6900,MixedRace,150,12,1997/5/7,77,10,"£155,000",18077264,12.00 ,11.50 ,12.00 ,17.00 ,13.67 ,15.33 ,9.00 ,13.17 ,2.50 ,11.50 ,12.00 ,13.17 ,3.00 ,2.00 ,2.50 ,2.50 ,"经常尝试传身后球
远射
利用脚下技术将球带出危险区",#NAME?,,
Leandro Trossard,AM RLC,30,155,159,Belgium,Arsenal,14,12,15,14,15,12,6,13,4,6,14,13,4,16,13,14,13,14,14,14,14,15,8,15,9,14,15,14,16,15,13,6,12,14,13,9,13,8,15,8,15,3,3,2,2,1,1,3,2,1,1,1,12,15,9,8,13,12,13,13,1,1,1,1,12,1,1,14,1,12,20,16,16,15,172,15,20,"£45,511,644",7750,7750,6550,NorthernEuropean,149,2,1994/12/4,44,10,"£160,000",18054004,6.33 ,12.50 ,15.00 ,14.67 ,14.33 ,15.33 ,6.00 ,13.83 ,2.50 ,12.50 ,15.00 ,13.83 ,2.50 ,2.00 ,2.00 ,1.00 ,喜欢从双侧内切,#NAME?,,
Giovanni Di Lorenzo,D/WB RC,32,155,158,Italy,Parthenope,5,13,10,12,12,7,17,12,14,14,13,10,17,11,15,15,16,11,10,11,17,6,16,15,12,17,11,16,15,12,16,14,20,16,20,15,15,12,11,6,14,3,3,2,1,2,1,3,3,1,1,2,14,15,7,15,11,16,13,11,1,10,17,20,10,16,1,8,1,12,1,1,1,1,183,9,20,"£300,000,000",7750,7750,6400,MediterraneanHispanic,152,8,1993/8/4,48,5,"£92,403",43075156,14.33 ,15.75 ,15.50 ,10.00 ,12.67 ,11.00 ,15.50 ,14.33 ,3.00 ,15.75 ,15.50 ,14.33 ,2.50 ,1.00 ,2.50 ,1.50 ,"撞墙式配合
倒地铲球
把球带出防守区域",#NAME?,,
Ebere Eze,M/AM RLC,27,155,157,"England,Nigeria",Arsenal,14,13,17,13,15,14,6,15,5,6,15,11,7,16,8,14,8,15,12,14,14,17,12,15,10,15,16,12,14,16,16,9,13,13,13,12,14,3,16,13,14,3,1,1,2,4,1,3,1,3,3,2,14,16,3,12,15,15,12,16,1,1,1,1,1,1,10,14,18,14,18,20,16,10,178,13,20,"£57,500,000",7750,7750,7000,AfricanCaribbean,152,15,1998/6/29,12,1,"£190,000",29156522,7.67 ,14.25 ,13.50 ,16.00 ,14.33 ,16.00 ,7.50 ,12.83 ,2.00 ,14.25 ,13.50 ,12.83 ,1.00 ,2.00 ,3.50 ,1.50 ,"控制节奏
尝试花式动作
喜欢接脚下球
经常带球",#NAME?,,
Pau Cubarsí,D C,18,154,-95,Spain,Barcelona,6,9,11,8,15,7,13,9,10,14,16,10,14,15,13,16,14,16,16,15,16,12,12,10,15,14,15,14,13,14,14,13,14,14,13,14,13,10,14,6,9,1,1,2,3,3,2,3,1,1,2,2,12,16,6,15,15,16,15,18,1,5,20,5,1,1,10,1,1,1,1,1,1,1,184,12,20,"£86,606,480",7700,7700,6700,MediterraneanHispanic,153,5,2007/1/22,6,0,"£86,420",2000296497,14.33 ,13.75 ,13.50 ,14.33 ,11.33 ,13.67 ,13.00 ,15.17 ,2.00 ,13.75 ,13.50 ,15.17 ,1.50 ,3.00 ,2.00 ,2.00 ,"经常尝试传身后球
利用脚下技术将球带出危险区
长距离传球",#NAME?,,
Gabriel Jesus,AM/ST RL,28,154,175,Brazil,Arsenal,8,12,16,13,15,11,14,11,4,7,13,13,8,16,14,16,14,13,14,15,15,15,12,16,10,18,14,18,14,15,15,10,10,13,13,13,12,12,14,15,12,2,1,3,3,1,3,3,3,1,3,1,15,13,8,12,14,14,14,15,1,1,1,1,1,1,1,1,1,1,15,11,16,20,175,14,20,"£30,799,998",7700,7700,7350,AfricanCaribbean,153,15,1997/4/3,64,19,"£120,000",19220266,8.33 ,14.00 ,13.50 ,14.00 ,14.00 ,15.67 ,12.00 ,15.33 ,3.00 ,14.00 ,13.50 ,15.33 ,2.00 ,3.00 ,1.50 ,2.00 ,"喜欢过顶球吊射
喜欢从双侧内切
喜欢接脚下球",#NAME?,,
Fermín,M/AM RLC,22,154,165,Spain,Barcelona,10,12,14,13,14,9,11,17,6,7,14,9,10,15,14,13,15,12,13,14,16,15,8,16,8,15,14,16,14,16,14,9,14,13,14,11,12,9,15,8,15,3,2,1,1,1,2,2,3,4,3,2,12,15,5,13,15,15,13,12,1,1,1,1,1,1,8,16,19,16,18,20,18,8,175,15,20,"£85,945,360",7700,7700,6700,MediterraneanHispanic,150,5,2003/5/11,2,0,"£76,266",2000141742,8.33 ,13.75 ,13.50 ,14.33 ,13.67 ,14.33 ,10.00 ,14.33 ,2.50 ,13.75 ,13.50 ,14.33 ,1.50 ,1.00 ,2.00 ,2.00 ,"跑肋部空间接球
经常尝试传身后球
远射
撞墙式配合
后排插上进攻",#NAME?,,
Francisco Trincão,M/AM RC,25,154,165,Portugal,Sporting Clube de Portugal,15,15,16,15,16,14,9,15,4,6,16,13,8,17,10,13,11,16,13,14,13,15,12,14,8,12,17,13,14,15,16,12,15,13,14,11,13,5,12,5,8,2,3,1,2,3,2,2,2,3,1,3,8,12,6,12,14,15,12,18,1,1,1,1,1,1,1,10,10,16,14,19,20,13,184,20,10,"£51,852,408",7450,7250,6000,MediterraneanHispanic,153,4,1999/12/29,11,2,"£64,638",83137935,7.33 ,14.00 ,13.50 ,16.00 ,15.00 ,16.33 ,10.50 ,12.67 ,2.00 ,14.00 ,13.50 ,12.67 ,2.00 ,2.00 ,2.50 ,2.50 ,"远射
角度刁钻的射门
从右路内切",#NAME?,,
Serge Gnabry,AM RLC,30,154,165,"Germany,Ivory Coast",FC Bayern München,12,11,15,14,14,12,11,15,6,8,13,12,9,15,11,15,12,13,10,12,12,15,12,16,8,12,13,12,15,14,12,8,10,14,13,11,12,6,13,14,15,2,1,1,2,2,2,1,2,2,2,4,12,13,11,14,10,11,14,13,1,1,1,5,10,12,1,15,11,15,20,18,19,15,176,16,20,"£31,215,150",7700,7700,7200,MixedRace,144,13,1995/7/14,51,22,"£281,754",28066083,8.33 ,12.50 ,14.50 ,13.67 ,14.33 ,14.67 ,9.50 ,12.17 ,1.50 ,12.50 ,14.50 ,12.17 ,1.00 ,2.00 ,2.00 ,3.00 ,"跑肋部空间接球
大力射门
喜欢从双侧内切",#NAME?,,
Khéphren Thuram,DM/M C,24,154,163,"France,Guadeloupe",Juventus,6,10,15,11,15,7,12,14,8,12,15,9,14,15,14,14,14,14,14,14,17,14,12,15,13,15,14,15,14,14,16,15,16,15,15,16,15,6,15,6,16,1,2,3,1,1,1,2,2,3,2,1,13,15,8,15,15,16,13,15,1,1,1,1,1,1,19,1,20,1,1,13,1,1,192,10,20,"£51,657,096",7700,7250,6950,AfricanCaribbean,155,15,2001/3/26,1,0,"£61,491",49038952,13.00 ,15.25 ,14.50 ,14.33 ,13.33 ,15.00 ,13.50 ,14.67 ,2.00 ,15.25 ,14.50 ,14.67 ,2.50 ,1.00 ,1.00 ,1.00 ,"插入对方禁区
角度刁钻的射门
撞墙式配合
经常带球",#NAME?,,
Ferland Mendy,D/WB L,30,154,160,"France,Senegal,Guinea-Bissau",R. Madrid,5,13,13,7,13,5,10,11,13,14,12,7,14,13,14,15,17,13,12,12,15,13,6,13,15,15,12,17,16,15,16,11,15,16,16,15,13,8,13,14,15,3,2,2,2,2,4,1,3,2,1,4,12,16,9,12,12,14,10,12,1,20,12,12,16,9,1,1,1,1,1,1,1,1,180,20,14,"£32,249,346",7700,7750,7200,AfricanCaribbean,153,16,1995/6/8,10,0,"£172,367",85133751,14.33 ,15.50 ,16.00 ,12.33 ,11.00 ,13.00 ,10.50 ,14.33 ,2.00 ,15.50 ,16.00 ,14.33 ,2.00 ,2.00 ,2.50 ,4.00 ,"有机会就前插
从左路内切",#NAME?,,
Robin Le Normand,D C,28,154,160,"Spain,France,Pays Basque",A. Madrid,7,7,9,7,12,9,15,10,8,14,14,9,16,14,14,15,14,13,14,15,14,8,14,7,14,15,8,14,13,13,13,16,16,14,15,16,13,9,12,11,18,2,1,3,2,3,4,3,1,2,3,1,7,11,5,12,9,16,14,12,1,1,20,1,1,1,1,1,1,1,1,1,1,1,187,10,20,"£51,008,768",7700,7700,7000,NorthernEuropean,152,4,1996/11/11,23,1,"£84,507",48037162,14.67 ,14.25 ,13.50 ,10.00 ,9.00 ,11.67 ,15.50 ,14.50 ,2.00 ,14.25 ,13.50 ,14.50 ,2.00 ,2.00 ,2.50 ,2.50 ,倒地铲球,#NAME?,,
Evan N'Dicka,D C,25,154,158,"Ivory Coast,France,Cameroon",Associazione Sportiva Roma,5,10,12,7,12,5,15,5,13,15,12,7,16,13,15,16,16,14,14,13,16,8,11,8,15,13,11,13,14,13,15,16,18,15,16,16,15,10,15,7,9,3,1,2,1,3,2,1,3,1,2,1,11,17,7,12,13,12,13,13,1,12,20,1,10,1,10,1,1,1,1,1,1,1,190,20,10,"£44,489,364",7700,7250,5750,AfricanCaribbean,154,17,1999/8/20,20,0,"£85,257",48032198,15.33 ,15.00 ,14.50 ,10.33 ,9.67 ,12.33 ,15.50 ,14.67 ,2.00 ,15.00 ,14.50 ,14.67 ,1.50 ,1.00 ,3.00 ,1.50 ,,#NAME?,,
Manuel Akanji,D RC,30,154,157,"Switzerland,Nigeria",Manchester City,4,8,11,7,13,9,14,11,12,14,14,8,15,12,13,14,16,16,14,14,14,9,10,9,14,14,12,13,14,13,13,15,13,15,15,17,13,8,15,12,13,3,2,2,2,3,2,2,1,2,3,3,12,16,6,11,13,17,14,12,1,14,20,15,1,8,13,1,12,1,1,1,1,1,187,13,20,"£45,360,000",7700,7750,7250,MixedRace,153,12,1995/7/19,71,3,"£130,000",98031331,14.33 ,14.50 ,14.50 ,11.67 ,10.67 ,12.00 ,14.50 ,14.33 ,1.50 ,14.50 ,14.50 ,14.33 ,2.00 ,2.00 ,3.00 ,2.50 ,"大力射门
把球带出防守区域",#NAME?,,
Alex Meret,GK ,28,154,155,Italy,Parthenope,6,1,3,2,8,8,7,1,2,2,9,2,3,9,8,15,14,14,14,14,12,3,9,3,15,15,5,12,11,18,14,16,13,12,13,13,14,3,12,11,16,14,14,15,5,16,10,15,17,12,11,11,7,13,3,15,13,16,16,12,20,1,1,1,1,1,1,1,1,1,1,1,1,1,192,20,6,"£17,284,136",7700,7650,6100,MediterraneanHispanic,152,2,1997/3/22,3,0,"£76,947",43140326,6.67 ,14.50 ,11.50 ,5.67 ,6.33 ,6.67 ,11.50 ,14.00 ,16.00 ,14.50 ,11.50 ,14.00 ,14.50 ,5.00 ,15.00 ,10.50 ,,#NAME?,,
Amir Rrahmani,D C,31,154,155,"Kosovo,Albania",Parthenope,5,8,8,9,11,6,16,8,11,15,12,7,16,10,15,15,16,15,15,14,15,4,11,10,15,15,11,16,12,11,15,16,14,13,17,16,14,12,13,8,12,1,2,1,3,1,2,2,3,2,1,1,12,14,6,13,14,15,10,12,1,11,20,11,1,1,1,1,1,1,1,1,1,1,192,12,20,"£300,000,000",7700,6500,6150,NorthernEuropean,154,5,1994/2/24,64,7,"£53,348",11023165,15.33 ,14.75 ,12.50 ,9.00 ,11.33 ,9.67 ,16.00 ,15.00 ,2.50 ,14.75 ,12.50 ,15.00 ,1.50 ,3.00 ,1.00 ,1.50 ,,#NAME?,,
Savinho,AM RL,21,153,-9,Brazil,Manchester City,13,14,17,12,18,12,3,10,12,5,14,10,4,17,8,13,9,13,12,14,15,18,10,15,5,12,15,14,17,17,14,8,13,16,13,7,13,8,12,8,12,3,3,3,1,3,1,2,1,1,1,2,12,13,8,11,14,12,13,13,1,1,1,1,1,1,1,14,1,14,20,12,19,12,173,20,7,"£77,014,666",7800,7800,7000,MixedRace,150,13,2004/4/10,7,1,"£120,000",2000011972,4.67 ,12.75 ,16.50 ,15.67 ,13.33 ,17.33 ,5.50 ,12.50 ,1.50 ,12.75 ,16.50 ,12.50 ,3.00 ,1.00 ,3.00 ,1.50 ,"趟球变向加速过人
避免使用弱势脚
经常带球
从右路内切",#NAME?,,
Ronald Araujo,D C,26,153,175,"Uruguay,Spain",Barcelona,5,7,10,11,10,7,16,10,10,16,11,13,17,12,16,13,18,11,12,11,16,9,15,10,13,16,11,17,14,13,12,16,13,16,15,18,11,11,10,15,13,1,3,3,2,1,2,2,1,2,2,2,16,15,8,14,10,16,12,12,1,1,20,14,1,5,7,1,1,1,1,1,1,1,188,10,20,"£33,075,348",7500,8250,7000,MixedRace,152,10,1999/3/7,23,1,"£207,193",78085068,15.33 ,14.50 ,15.00 ,10.33 ,10.67 ,10.67 ,16.00 ,14.33 ,1.50 ,14.50 ,15.00 ,14.33 ,3.00 ,2.00 ,1.00 ,2.00 ,不喜欢传身后球,#NAME?,,
David Alaba,D/WB LC,33,153,174,"Austria,Philippines,Nigeria",R. Madrid,12,12,12,10,15,15,13,14,13,14,16,14,13,15,13,14,12,14,14,14,16,12,15,14,15,15,13,14,14,12,14,11,15,14,14,13,14,8,15,15,19,1,1,3,1,1,1,3,3,3,3,1,12,17,10,14,15,15,12,10,1,20,19,1,17,1,13,12,14,1,8,8,1,1,180,20,10,"£12,493,967",7650,8050,7150,SouthEastAsian,149,15,1992/6/24,107,15,"£372,911",16010162,14.00 ,13.25 ,14.00 ,13.67 ,12.67 ,14.00 ,12.00 ,14.17 ,3.00 ,13.25 ,14.00 ,14.17 ,2.00 ,1.00 ,1.00 ,1.00 ,"弧线球射门
利用脚下技术将球带出危险区
不喜欢倒地铲球
长距离传球",#NAME?,,
Alejandro Balde,D/WB L,21,153,170,"Spain,Guinea-Bissau,Dominican Republic",Barcelona,8,13,15,10,14,9,7,11,10,11,14,8,11,14,13,14,13,12,13,12,14,13,7,15,12,14,14,14,17,17,12,8,15,17,15,11,13,8,13,10,15,3,1,2,2,3,1,3,3,3,2,2,12,14,5,14,10,14,14,15,1,20,1,10,19,10,1,14,1,8,14,1,8,1,175,20,10,"£86,606,480",7650,7650,6650,AfricanCaribbean,140,13,2003/10/18,7,0,"£73,025",67296654,11.33 ,13.75 ,17.00 ,13.67 ,12.33 ,14.33 ,7.50 ,13.33 ,3.00 ,13.75 ,17.00 ,13.33 ,1.50 ,2.00 ,3.00 ,1.50 ,"沿左路带球突进
有机会就前插
趟球变向加速过人
拉边",#NAME?,,
